release_pos_x,release_pos_z,release_speed,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,effective_speed,release_spin_rate,release_extension,release_pos_y,pitch_number,spin_axis,pitch_name_4-Seam Fastball,pitch_name_Changeup,pitch_name_Curveball,pitch_name_Cutter,pitch_name_Knuckle Curve,pitch_name_Sinker,pitch_name_Slider,pitch_name_Split-Finger,balls_0,balls_1,balls_2,balls_3,strikes_0,strikes_1,strikes_2,outs_when_up_0,outs_when_up_1,outs_when_up_2,zone_1,zone_2,zone_3,zone_4,zone_6,zone_7,zone_8,zone_9,zone_11,zone_12,zone_13,zone_14,p_throws_L,p_throws_R,stand_L,stand_R
-1.82,5.9,92.4,-1.11,0.81,-0.74,2.35,5.168491153424814,-134.5265530577368,-5.016987601339263,-14.605828993571208,28.533057458052685,-21.481994674841904,92.6,2019,6.3,54.17,2,206,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2.58,4.98,80.2,-1.37,0.24,-0.79,1.96,-4.706093204301333,-116.63125878900692,-0.3607892478085299,-11.39749588169022,24.79478294526189,-30.16124747591701,77.2,3259,4.4,56.06,1,319,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
-1.84,5.97,86.6,-0.94,0.87,-0.43,1.33,5.310802811250635,-125.91997054925376,-6.633012347669291,-11.132671720335592,26.477971483066668,-21.727526137615865,86.6,1658,6.4,54.12,1,215,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
-1.83,5.96,87.0,-1.13,0.89,-0.66,1.24,5.154714676184796,-126.49232236174365,-6.955769623683048,-13.244942040142544,27.176517739448443,-21.37386632891439,87.1,1590,6.5,54.0,2,214,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
-1.86,6.05,86.0,-1.24,0.98,-0.1,1.43,6.689187831181887,-124.99702209295606,-6.666548735282235,-14.40002747515137,26.015526646288556,-20.742620648816,85.9,1931,6.3,54.17,3,219,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
-1.89,6.01,89.2,0.25,0.62,0.71,1.9,5.873660319230379,-129.74065327750077,-5.362187722011111,1.5645107114414651,28.36126112502054,-24.223581744393343,89.0,2386,6.3,54.2,2,179,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
-1.95,6.05,94.1,-0.5,1.39,-0.08,1.58,5.961312690274106,-136.65764004519863,-8.949531455759834,-7.625502289481776,29.59462778346501,-12.927315753473236,94.0,2166,6.3,54.21,2,206,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
-2.01,5.9,78.6,0.72,-1.29,-0.52,3.69,1.879576263194268,-114.17851488998308,4.538828012107479,5.8649549497238604,24.035475543519045,-44.546888417608,77.7,2454,6.1,54.44,2,29,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
-1.82,4.84,89.5,-0.22,0.95,-0.64,3.11,3.3743520193999053,-130.41776588674944,-0.2875967685205377,-3.220933441845535,26.8623625058324,-21.46756890220574,89.4,2190,6.1,54.39,5,214,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
-1.7,4.91,85.4,-1.37,0.0,0.65,1.45,8.304135668813,-124.21947749597165,-1.9186720877357504,-15.822155166491774,22.88504852772478,-31.96798350268976,85.8,1717,6.4,54.12,4,255,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
-1.73,4.84,89.7,-0.21,1.03,-0.78,2.5,2.7584652123810685,-130.57587313651345,-1.9771366876660816,-2.957863027424348,28.1497469837309,-20.17994126109036,89.5,2115,6.2,54.32,2,221,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
-1.77,4.91,90.4,-0.15,0.96,-1.04,3.16,2.12558302466603,-131.66559295631924,-0.4592381443863662,-2.165852725904498,28.90148451463637,-21.15050762478916,90.1,2220,6.1,54.4,5,206,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
-1.64,4.91,86.9,-1.72,-0.03,0.35,1.37,8.299376950031865,-126.20047152444432,-2.159027250408611,-20.08084911122477,28.734289310688816,-32.18713774153778,86.6,1870,6.5,54.03,4,254,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
-2.36,5.83,87.0,-1.34,0.56,-0.73,1.99,6.625269821167557,-126.5461328847774,-4.17324326822206,-15.730323588961609,25.594956380442756,-25.526258359893827,86.8,1818,6.2,54.34,2,228,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
-1.9,4.93,92.0,-1.41,0.68,-1.02,1.9,5.305769885313698,-133.7764291070009,-3.298139308422137,-18.09689718665881,30.91746468306184,-23.49286107422685,91.8,1865,6.4,54.11,2,242,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
-1.85,5.92,93.8,-0.36,1.52,-0.04,1.82,5.47030210125554,-136.26278013709245,-8.226139688151749,-5.707359217003232,31.061756073451548,-11.598642650966228,93.8,2373,6.4,54.05,6,202,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
-1.67,6.04,94.1,-0.25,1.58,-0.15,1.58,4.467153380495248,-136.64710969162695,-9.299387239319314,-4.10648596755652,31.487393871595184,-10.552284578404391,93.8,2586,6.3,54.17,3,194,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
-1.99,6.02,83.1,1.15,0.68,-0.27,1.78,1.6783593939627168,-121.00464859462424,-4.543175238696341,10.86782088288251,25.58723652429832,-24.840783260568024,82.9,2320,6.3,54.22,1,113,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
-1.78,5.22,92.0,-1.55,0.26,0.44,1.98,9.113630750897649,-133.47017860731805,-2.8317466310514683,-20.615166044928447,34.16488719113547,-28.569453176904503,92.2,2203,7.0,53.5,7,224,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-1.87,5.16,91.5,-1.38,0.53,-0.6,1.56,6.237280916500282,-133.10836466046666,-4.398527576249061,-17.80200679047183,28.618106346008084,-25.09498285938429,92.3,2209,6.8,53.73,2,232,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
-1.88,5.2,91.2,-1.27,0.75,-0.22,1.58,6.948526873524327,-132.63994794688838,-4.854465726093464,-16.427651598641766,28.67367873390972,-22.4443447514679,91.8,2232,6.7,53.77,1,294,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
-1.73,5.23,91.5,-1.35,0.72,0.27,1.81,8.066194770092105,-132.95887618074275,-4.2901493996584,-17.826741838487923,30.42889291020163,-22.908403746050567,92.3,2171,7.0,53.53,5,230,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
-1.87,4.89,90.1,-0.15,1.05,-0.27,1.6,4.275337210655506,-131.18397992800354,-4.457132098302718,-2.656163583372875,27.389220123156075,-19.26119939620935,90.0,2163,6.2,54.34,4,221,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
-1.76,4.83,91.4,-1.36,0.59,-0.38,1.57,6.3978233516147,-133.0075353234764,-3.613787007172977,-17.572350348483408,28.958464799393845,-24.64587809397361,91.3,1994,6.3,54.22,3,235,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
-1.75,5.98,83.6,0.83,0.65,1.04,2.27,4.798348811589951,-121.67177285813482,-3.3862924185325505,7.311029026573986,24.34142602204663,-25.2872010059908,83.7,2327,6.4,54.09,4,83,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-2.07,5.89,83.9,0.94,0.42,0.86,1.19,4.905349942002622,-121.91112931636208,-5.19053532370229,8.116241097493837,27.48477935057235,-27.092164732050158,83.3,2295,6.3,54.22,1,107,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-1.78,6.03,82.8,0.89,0.75,0.81,1.92,4.181668187126316,-120.53568459918576,-4.329151742242135,7.792118669428213,24.45413453781003,-24.18258391309501,82.6,2366,6.2,54.28,5,88,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-1.68,5.33,92.0,-1.37,0.52,-0.71,2.11,5.502458701465379,-133.85885978244602,-3.4524892822530187,-17.712405082620354,30.445496576784556,-25.3483182727053,92.9,2233,7.0,53.53,2,226,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
-1.59,5.78,75.1,1.18,-0.95,0.41,1.49,2.0394789954175416,-109.27142654775,0.1007159610939856,8.929808581483053,22.685962133063068,-39.93498891183304,75.2,2450,6.8,53.71,1,43,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-1.81,5.28,92.3,-1.29,0.51,0.11,1.55,7.803798799182648,-134.1225220290575,-4.77149774807792,-17.314893572052764,32.33789585519232,-25.13009759693239,93.0,2218,7.0,53.46,4,225,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
-1.69,6.07,92.1,-0.11,1.7,0.14,1.26,4.892905475741552,-133.60069827635516,-9.983200455858062,-2.508787544316612,32.26087987893109,-9.823157297754449,91.8,2422,6.5,53.96,3,199,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
-1.71,5.96,78.0,0.62,-1.34,0.88,1.04,4.427251867255396,-113.40152798743408,-1.057990731273707,4.300128210131441,25.272239436087503,-43.54060260452907,77.4,2416,6.4,54.06,1,29,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-1.4,5.75,73.3,1.21,-0.94,0.85,2.01,2.494521607759767,-106.59846554155348,1.5786152663339714,8.543681830177011,22.229289891460827,-39.78445027950473,73.6,2274,7.0,53.5,3,40,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-1.98,5.24,92.1,-1.28,0.62,-0.83,1.74,5.739197658612074,-133.97029660999928,-4.427940376181181,-16.603590085085532,28.574119377660185,-23.94055210082994,93.2,2113,6.9,53.59,3,229,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
-1.87,5.34,91.1,-1.2,0.61,1.09,1.05,10.11193381127772,-132.26113074371003,-6.2599214098986335,-16.188838210204178,25.57349877065227,-23.922621791812094,92.2,2180,6.9,53.64,1,228,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-2.08,5.61,92.6,-0.57,1.35,0.57,1.64,7.991604949735856,-134.36622947408532,-7.220732967591867,-8.66487209459962,31.15391889971447,-14.372491600260805,92.4,2257,6.5,54.01,5,214,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-1.99,5.77,85.6,0.49,0.29,0.77,1.29,5.536955850818792,-124.47411423096564,-4.841988227128547,3.918186846605938,25.425174190772832,-28.4197144329811,85.5,2217,6.3,54.19,4,176,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-1.89,6.08,81.9,0.49,0.81,0.32,3.0,4.05723872571851,-119.30104507564162,-2.0478427258365737,3.978480662279367,20.45404818394427,-24.17197595624693,82.2,2261,6.2,54.29,4,89,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
-2.02,5.92,81.9,0.56,0.61,0.68,1.61,5.016302249818477,-119.2602627411474,-4.43265136294355,4.572712655257669,20.34424464223679,-25.733886235060524,82.5,2328,6.4,54.13,3,77,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-1.91,6.03,81.8,0.6,0.59,0.1,3.07,3.364200627521621,-119.2093939645686,-1.3228153131349571,5.145542005392668,21.403780113143508,-26.4822402807405,82.0,2269,6.2,54.33,2,90,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-1.37,5.64,75.3,0.97,-0.84,0.23,1.25,1.6105328423801917,-109.58780185147324,-0.344825614987877,7.3713506663841475,22.949036466490465,-39.02230407303641,75.7,2251,7.0,53.49,5,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-1.91,5.27,90.2,-1.36,0.62,0.14,1.72,8.122283796143867,-131.0698507955086,-4.159555406651465,-17.414842830130773,30.120366946662557,-24.32315603039697,91.1,2163,7.1,53.38,3,225,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
-1.55,5.74,73.7,1.13,-0.91,0.62,1.82,2.4529629487331546,-107.15016365999546,1.0996765962519763,8.02247420531086,22.546185009781773,-39.54456679097564,73.7,2263,6.8,53.69,2,52,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-1.45,5.78,74.5,0.8,-1.0,0.87,1.15,3.378268073558218,-108.31029162181387,-0.3413071698474119,5.491501116999957,23.07426667450921,-40.13316680498145,74.5,2240,6.9,53.62,1,50,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
-1.99,5.33,92.0,-1.22,0.63,-0.92,2.7,5.429430127102304,-133.80925844049946,-2.143506846069823,-15.845344756728435,32.677457395483124,-24.378059461372636,92.4,2008,6.9,53.64,4,229,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
-1.89,5.26,92.1,-1.21,0.49,0.86,1.86,9.73874794952681,-133.58366521053836,-3.818381164452587,-16.722225583147615,32.42089860205678,-25.60722241170784,92.7,2259,7.1,53.4,1,220,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
