release_pos_x,release_pos_z,release_speed,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,effective_speed,release_spin_rate,release_extension,release_pos_y,pitch_number,spin_axis,pitch_name_4-Seam Fastball,pitch_name_Changeup,pitch_name_Curveball,pitch_name_Cutter,pitch_name_Knuckle Curve,pitch_name_Sinker,pitch_name_Slider,pitch_name_Split-Finger,balls_0,balls_1,balls_2,balls_3,strikes_0,strikes_1,strikes_2,outs_when_up_0,outs_when_up_1,outs_when_up_2,zone_1,zone_2,zone_3,zone_4,zone_6,zone_7,zone_8,zone_9,zone_11,zone_12,zone_13,zone_14,p_throws_L,p_throws_R,stand_L,stand_R
-2.48,6.21,94.8,-0.47,1.3,1.09,3.05,10.285042795143967,-137.5719018925741,-5.439743595905457,-8.195808009006493,30.39821636717025,-14.598151454884093,94.1,1970,6.0,54.5,2,222,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
-2.73,6.22,94.9,-0.56,1.29,-0.74,2.52,6.429799550738567,-137.974644645641,-6.882164222166292,-8.577618568425637,30.5795341790554,-14.314197882558323,94.3,1968,6.0,54.51,1,216,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
3.65,5.62,97.2,1.08,1.01,-1.03,1.69,-15.190133042855006,-140.4511864429589,-7.290867766924471,18.04127935847488,35.1725549192907,-17.105740527971832,97.7,2333,7.2,53.3,6,128,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3.64,5.58,95.4,1.12,1.12,0.03,1.73,-12.15228610264882,-138.25759582009013,-7.02214774454431,17.120515260252205,31.98910211336084,-16.369283283796438,96.3,2285,7.1,53.39,1,126,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2.36,5.0,82.6,-0.99,0.45,0.19,3.06,-2.916725370152052,-120.18775080568952,1.253056739537006,-8.840829544616486,27.235673626339448,-28.43847995522114,79.3,3039,4.4,56.09,4,294,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2.11,5.29,93.5,1.27,0.01,-0.66,1.84,-9.62842900867864,-135.9033226799958,-3.107958669129729,17.896882356641292,29.6072069994346,-31.53378637219511,90.9,2443,4.7,55.75,2,120,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2.36,5.04,81.0,-1.22,0.1,0.56,2.63,-1.6495246260208862,-117.97051525595744,1.0465927613951804,-10.966481875494964,24.52303617358509,-31.672474345894667,78.3,3072,4.5,55.95,2,294,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
-0.45,5.8,74.6,-1.54,0.08,0.38,1.53,4.365049971096536,-108.46629363440442,-1.564747153861579,-12.86823903767108,22.567958843932367,-31.45721723531113,73.4,2116,5.9,54.63,5,269,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
-0.62,5.81,73.0,-1.44,-0.2,-1.0,3.23,1.6947119792065806,-106.24582369625256,2.524510113739755,-11.126770258292527,19.818298310533127,-34.370050843471226,72.2,2092,5.8,54.67,2,271,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
-0.46,5.76,74.5,-1.59,0.05,-0.61,3.39,2.4721943777069675,-108.3893605563039,2.2542229146845743,-12.909017347862877,19.844537707543964,-32.43118995800966,73.8,2026,5.9,54.61,1,271,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
-1.42,5.49,82.1,0.96,-0.92,1.08,1.6,3.8252426396951087,-119.559569820105,-0.4693109396479699,8.404816804074514,24.15389427153225,-41.064918983741954,82.3,2108,6.5,54.0,1,30,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
-1.64,5.52,87.6,0.21,0.78,-1.01,2.43,1.0957799198285965,-127.73003692966442,-3.0808703671904683,2.092564034827975,21.775752415509427,-23.202797550897824,88.7,2410,6.5,53.99,1,199,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
-0.49,5.83,74.4,-1.47,0.24,-0.06,3.19,3.4358554160762704,-108.20346774277546,1.456026143753671,-12.092038318696831,21.10667911237667,-30.82836367863969,73.5,2026,5.9,54.58,6,261,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.48,5.89,82.6,0.15,0.41,0.57,1.72,2.100267081516673,-120.31415997879463,-3.8310227477161103,1.0625933470423905,22.064643699157862,-27.696690657538262,82.4,2197,6.0,54.5,4,138,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
