release_pos_x,release_pos_z,release_speed,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,effective_speed,release_spin_rate,release_extension,release_pos_y,pitch_number,spin_axis,pitch_name_4-Seam Fastball,pitch_name_Changeup,pitch_name_Curveball,pitch_name_Cutter,pitch_name_Knuckle Curve,pitch_name_Sinker,pitch_name_Slider,pitch_name_Split-Finger,balls_0,balls_1,balls_2,balls_3,strikes_0,strikes_1,strikes_2,outs_when_up_0,outs_when_up_1,outs_when_up_2,zone_1,zone_2,zone_3,zone_4,zone_6,zone_7,zone_8,zone_9,zone_11,zone_12,zone_13,zone_14,p_throws_L,p_throws_R,stand_L,stand_R
1.85,6.01,77.8,-1.04,0.29,-0.41,3.39,-2.9376099173012857,-113.36725757125672,0.7629748463012198,-8.386045068324366,20.968709609764492,-30.05441648348265,77.7,1903,6.2,54.33,3,311,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.51,6.22,90.1,1.0,0.99,-1.09,3.35,-8.607507076159918,-130.90256775657147,-3.236424510267599,13.3516867473385,27.955908577590133,-20.33990246358219,90.3,1832,6.5,53.96,1,143,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1.29,6.34,89.0,0.94,1.28,-0.35,1.55,-6.011809033853139,-129.33196841601566,-8.388896457915806,11.821130250572844,27.5950285480564,-16.201830895069644,89.1,1848,6.5,54.0,1,142,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1.66,6.04,82.4,1.16,0.72,0.62,2.69,-4.657843021316126,-119.86958257763568,-2.4598917733069814,12.132159962913486,24.311920296224464,-24.98429889234448,82.6,1496,6.6,53.95,1,126,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1.3,6.25,89.8,1.01,1.32,0.3,1.82,-4.597429849076642,-130.5897792402373,-7.78097595074698,12.49654010833352,28.166823233076208,-15.5986782886816,89.6,1931,6.3,54.22,3,142,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1.62,6.12,84.4,1.27,0.35,0.72,2.35,-4.658541693772979,-122.84017319492008,-3.0879009030263496,13.73768087071271,25.651121750656277,-28.24814252730497,84.7,1422,6.6,53.9,1,133,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
-1.4,5.58,92.6,-0.88,1.59,-0.9,1.96,3.2052512946053358,-134.75337753494628,-6.934107868495517,-11.4599791621853,29.139929572090608,-11.517218222669497,93.0,2485,6.5,53.98,2,217,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
-1.33,5.63,92.5,-0.86,1.72,0.82,2.2,7.416960865761768,-134.43775974843564,-6.724441592017788,-12.061178440276976,27.935158661657923,-10.063610807896133,93.4,2427,6.8,53.72,2,210,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-2.53,6.03,93.9,-0.02,1.34,0.79,2.01,8.689901058709715,-136.3830854909868,-7.709674363244959,-1.9999724591808412,27.77600804469458,-13.960538198387573,94.6,2379,6.6,53.86,6,199,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
-2.7,6.01,93.4,-0.08,1.39,0.52,1.97,8.495344330917478,-135.6655529262932,-7.763347916050982,-2.635091099807277,26.430372583000857,-13.531437578612614,94.1,2379,6.6,53.93,4,194,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
